X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID,MesoWestStationID,MesoWestURL
-116.69944,32.6675000000001,732,BARRETT,17568018,2024/02/08 15:50:04+00,CA8003E2,,2395,,32.6675,-116.69944,CA,San Diego,S&PF,CALIFORNIA,,San Diego Gas & Elec,A,14.17 inches,11 mph,256 degrees ,42 deg. F,43 deg. F ,94 % ,14.2 volts,26.5 (unk),277 degrees,21 mph,100 w/m2,17568017,BAJC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BAJC1&unit=0&timetype=GMT
-112.44782,37.1388700000001,752,KFO PORTABLE 3,18376976,2024/02/08 19:38:14+00,AAB1557A,,5846,Located between the Vermillion Cliffs and the White Cliffs near Center Knoll.,37.13887,-112.44782,UT,Kane,BLM,R7 Upper CO Basin,KANAB,KANAB,A,44.1 inches,4 mph,133 degrees ,32 deg. F,NO DATA,89 % ,12.1 volts,NO DATA,135 degrees,9 mph,195 w/m2,18376976,CENU1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CENU1&unit=0&timetype=GMT
-89.7966699999999,33.9858300000001,753,YALLABUSHA,17444636,2024/02/08 20:09:14+00,3910C6BE,222101,370,,33.98583,-89.79667,MS,Yalobusha,S&PF,MISSISSIPPI,FORESTRY COMMISSION,Fire Services,A,10.34 inches,4 mph,307 degrees ,63 deg. F,NO DATA,66 % ,13.1 volts,NO DATA,328 degrees,14 mph,119 w/m2,17444635,YALM6,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=YALM6&unit=0&timetype=GMT
-115.5505,44.3855600000001,765,BEARSKIN CREEK,16941630,2024/02/08 20:06:14+00,3241D254,101221,7137,STATION SITS ON THE TOP OF A MAIN TIMBERED RIDGE THATRUNS FROM THE NORTH DOWN TO THE SOUTH.  DEEP VALLEYSRUNNING NORTH TO SOUTH ON THE EAST AND WEST SIDES OF SITE.,44.38556,-115.5505,ID,Valley,USFS,04,BOISE NF,LOWMAN RD,A,2.42 inches,3 mph,232 degrees ,25 deg. F,NO DATA,77 % ,13 volts,NO DATA,269 degrees,11 mph,140 w/m2,16941627,BCFI1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BCFI1&unit=0&timetype=GMT
-117.48194,48.66389,766,TEEPEE SEED ORCHARD,17020468,2024/02/08 19:53:55+00,3231D7F8,453414,3280,"Located in the Teepee Seed Orchard on the Sullivan LakeRanger District, Colville National Forest.",48.66389,-117.48194,WA,Pend Oreille,USFS,06,COLVILLE NF,SULLIVAN LAKE RD,A,3.18 inches,4 mph,244 degrees ,36 deg. F,NO DATA,89 % ,14 volts,NO DATA,226 degrees,10 mph,125 w/m2,17020461,TSOW1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TSOW1&unit=0&timetype=GMT
-121.29538,37.3292700000001,768,DIABLO GRANDE,17103911,2024/02/08 20:00:34+00,CA2302BA,043502,1861,Site is in transition zone between grassland/agriculture andOak woodland.,37.32927,-121.29538,CA,Stanislaus,S&PF,CALIFORNIA,CDF,SANTA CLARA,A,12.47 inches,5 mph,160 degrees ,46 deg. F,55 deg. F ,72 % ,13.9 volts,17.5 (unk),191 degrees,8 mph,499 w/m2,17103909,DBLC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=DBLC1&unit=0&timetype=GMT
-118.39406,34.7283200000001,790,POPPY PARK,17137979,2024/02/08 19:56:34+00,CA41B6F2,045440,2760,"Located with the maintenance yard of Antelope Valley California Poppy Reserve SNR. Open field, native grasses.",34.72832,-118.39406,CA,Los Angeles,S&PF,CALIFORNIA,LOS ANGELES COUNTY,,A,8.1 inches,13 mph,265 degrees ,48 deg. F,58 deg. F ,53 % ,13.8 volts,24 (unk),276 degrees,29 mph,705 w/m2,17137977,PPPC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=PPPC1&unit=0&timetype=GMT
-115.60981,42.7255900000001,807,SAYLOR CREEK BOMB RANGE,18059057,2024/02/08 20:02:21+00,32D403DA,,3608,Located in a crested wheatgrass field near the West Gate of Saylor Creek Bombing Range and Browns Gulch.,42.72559,-115.60981,ID,Owyhee,DOD,,,MTN. HOME,A,9.95 inches,10 mph,307 degrees ,42 deg. F,NO DATA,3 % ,13 volts,NO DATA,307 degrees,15 mph,0 w/m2,18059057,TT087,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT087&unit=0&timetype=GMT
-100.90133,46.1602500000001,817,TATANKA PRAIRIE,17543715,2024/02/08 19:25:05+00,3280E150,328501,2316,,46.16025,-100.90133,ND,Sioux,BIA,Great Plains,Standing Rock Agency,,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17543712,TTKN8,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TTKN8&unit=0&timetype=GMT
-83.29462,33.64727,850,DYAR PASTURE,18248469,2024/02/08 20:19:34+00,32D3B260,093502,481,,33.64727,-83.29462,GA,Greene,USFS,08,CHATTAHOOCHEE&OCONEE,OCONEE,A,7.95 inches,3 mph,181 degrees ,58 deg. F,60 deg. F ,33 % ,14 volts,9.8 (unk),220 degrees,7 mph,280 w/m2,18248465,DPGG1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=DPGG1&unit=0&timetype=GMT
-102.06205,46.3620700000001,859,WILLIAMS LOOKOUT,19420686,2024/02/07 11:11:54+00,3281A0A0,324101,2375,,46.36207,-102.06205,ND,Hettinger,NPS,MIDWEST,THEODORE ROOSEVELT,,A,.04 inches,14 mph,87 degrees ,31 deg. F,31 deg. F ,100 % ,12.7 volts,26.2 (unk),90 degrees,21 mph,0 w/m2,19420685,TT584,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT584&unit=0&timetype=GMT
-121.63516,39.5898300000001,861,OPENSHAW,17091637,2024/02/08 19:54:59+00,CA215732,41215,268,,39.58983,-121.63516,CA,Butte,S&PF,CALIFORNIA,CDF,BUTTE UNIT,A,14.33 inches,2 mph,178 degrees ,48 deg. F,50 deg. F ,72 % ,14.2 volts,24.9 (unk),195 degrees,6 mph,265 w/m2,17091636,CICC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CICC1&unit=0&timetype=GMT
-88.1686099999999,36.06611,876,CAMDEN TOWER,17396773,2024/02/08 20:07:15+00,0260C468,404001,512,,36.06611,-88.16861,TN,Benton,S&PF,TENNESSEE,DIVISION OF FORESTRY,West,A,6.31 inches,17 mph,93 degrees ,61 deg. F,NO DATA,43 % ,14.1 volts,NO DATA,107 degrees,29 mph,150 w/m2,17396772,CMDT1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CMDT1&unit=0&timetype=GMT
-146.92606,64.6541700000001,880,LYNX,19036941,2024/02/08 20:09:44+00,32B661FA,,2134,,64.65417,-146.92606,AK,Fairbanks North Star,DOD,USA,FORT WAINWRITE,FAIRBANKS NORTH STAR,A,0 inches,0 mph,19 degrees ,12 deg. F,NO DATA,75 % ,13.2 volts,NO DATA,245 degrees,2 mph,4 w/m2,19036939,LXRA2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=LXRA2&unit=0&timetype=GMT
-115.39722,48.4305600000001,893,ZONOLITE,17521426,2024/02/08 17:06:55+00,B92002B8,,4204,,48.43056,-115.39722,MT,,OTHR,NOT APPLICABLE,NOT APPLICABLE,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17521426,ZONM8,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=ZONM8&unit=0&timetype=GMT
-115.35639,43.44631,913,NRAWS 13 (LESTER CREEK),17956422,2024/02/08 20:22:12+00,15D07B16,,4904,,43.44631,-115.35639,ID,Elmore,NWS,,,Boise WFO,A,10.64 inches,5 mph,292 degrees ,37 deg. F,36 deg. F ,49 % ,13.6 volts,28.1 (unk),294 degrees,10 mph,726 w/m2,17956421,LCRI1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=LCRI1&unit=0&timetype=GMT
-111.964,37.05143,938,KFO PORTABLE 5,18668045,2024/02/08 20:09:44+00,AAB0929E,,5370,,37.05143,-111.964,UT,Kane,BLM,R7 Upper CO Basin,KANAB,KANAB FIELD OFFICE,A,0 inches,NO DATA,279 degrees ,32 deg. F,NO DATA,96 % ,12.4 volts,NO DATA,NO DATA,NO DATA,49 w/m2,18668045,TT295,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT295&unit=0&timetype=GMT
-115.65667,48.9166700000001,952,YAAK (UPPER FORD),17235494,2024/02/08 20:06:44+00,3273A740,240120,3000,,48.91667,-115.65667,MT,Lincoln,USFS,01,KOOTENAI NF,,A,12.23 inches,1 mph,176 degrees ,40 deg. F,38 deg. F ,78 % ,14.1 volts,27 (unk),208 degrees,6 mph,106 w/m2,17235489,YKAM8,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=YKAM8&unit=0&timetype=GMT
-122.69747,41.1094800000001,970,SCORPION,16966201,2024/02/08 19:31:54+00,32421044,040517,3365,"MIDSLOPE SITE,",41.10948,-122.69747,CA,Trinity,USFS,05,SHASTA TRINITY NF,Weaverville,A,33.09 inches,2 mph,240 degrees ,41 deg. F,50 deg. F ,74 % ,14.7 volts,26.6 (unk),296 degrees,5 mph,679 w/m2,16966199,CFCC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CFCC1&unit=0&timetype=GMT
-116.29036,44.1770500000001,971,NRAWS 17 (OLA SCHOOL),18489366,2024/02/08 20:22:17+00,15C120DC,,3058,Sits on a clearing with open aspect all directions.,44.17705,-116.29036,OR,Baker,NWS,,,Boise WFO,A,14.44 inches,4 mph,57 degrees ,39 deg. F,46 deg. F ,41 % ,14.1 volts,22.4 (unk),51 degrees,8 mph,NO DATA,18489361,OLSI1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=OLSI1&unit=0&timetype=GMT
-91.11697,45.43778,980,LADYSMITH,17452580,2024/02/08 20:05:34+00,53710180,471601,1162,,45.43778,-91.11697,WI,Rusk,S&PF,WISCONSIN,DNR,Park Falls DG,A,.12 inches,6 mph,175 degrees ,55 deg. F,59 deg. F ,51 % ,13.8 volts,10.3 (unk),210 degrees,21 mph,229 w/m2,17452578,LDYW3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=LDYW3&unit=0&timetype=GMT
-120.36469,38.3423300000001,987,BLUE MTN LOOKOUT,18975248,2024/02/08 19:33:44+00,32B5385A,043212,6043,,38.34233,-120.36469,CA,Calaveras,S&PF,CALIFORNIA,CDF,,A,17.03 inches,0 mph,278 degrees ,35 deg. F,29 deg. F ,96 % ,14.8 volts,27.4 (unk),296 degrees,5 mph,106 w/m2,18975246,ULBC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=ULBC1&unit=0&timetype=GMT
-109.83889,37.85472,996,NORTH LONG POINT,16945718,2024/02/08 19:39:04+00,3241174A,422710,8680,FIRE WX FORECAST ZONE: 434,37.85472,-109.83889,UT,San Juan,USFS,04,MANTI LA SAL NF,MONTICELLO,A,8.78 inches,5 mph,169 degrees ,23 deg. F,28 deg. F ,91 % ,12.7 volts,25.9 (unk),188 degrees,10 mph,203 w/m2,16945715,NLPU1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=NLPU1&unit=0&timetype=GMT
-122.14472,37.7861100000001,1002,OAKLAND SOUTH,17064215,2024/02/08 19:33:04+00,CA4A15A2,043403,1095,,37.78611,-122.14472,CA,Alameda,S&PF,CALIFORNIA,Oakland,,A,17.1 inches,4 mph,223 degrees ,51 deg. F,62 deg. F ,65 % ,13.7 volts,18.8 (unk),249 degrees,10 mph,494 w/m2,17064214,OKSC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=OKSC1&unit=0&timetype=GMT
-156.61389,62.8227800000001,1019,FLAT,17073445,2024/02/08 19:51:54+00,33904794,500625,1480,,62.82278,-156.61389,AK,Yukon-Koyukuk,S&PF,ALASKA,STATE OF ALASKA,,AU,0 inches,2 mph,188 degrees ,14 deg. F,NO DATA,87 % ,13 volts,NO DATA,53 degrees,4 mph,10 w/m2,17073441,MCWA2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=MCWA2&unit=0&timetype=GMT
-108.6107,42.9489,1045,SHARPNOSE,18749968,2024/02/08 19:46:45+00,AAB716BE,481412,5555,Station sits on a bench 2 miles south west from the Little Wind river in Wyoming Big Sage Brush habitat.,42.9489,-108.6107,WY,Fremont,BIA,Rocky Mountain,Wind River Agency,,A,.77 inches,5 mph,234 degrees ,39 deg. F,NO DATA,48 % ,13.9 volts,NO DATA,224 degrees,9 mph,566 w/m2,18749966,TT328,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT328&unit=0&timetype=GMT
-87.20219,37.2734,1048,GREENVILLE,17361704,2024/02/08 19:55:54+00,403046CE,151191,552,,37.2734,-87.20219,KY,,S&PF,KENTUCKY,DIVISION OF FORESTRY,Kentucky Division of,A,6.7 inches,14 mph,261 degrees ,65 deg. F,68 deg. F ,39 % ,13.5 volts,9.1 (unk),272 degrees,27 mph,362 w/m2,17361702,GELT2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=GELT2&unit=0&timetype=GMT
-120.70522,38.9041700000001,1057,BALD MTN LOC,16952134,2024/02/08 19:36:14+00,32398322,042603,4613,RIDGE. Bald Mtn. Lookout.,38.90417,-120.70522,CA,El Dorado,USFS,05,ELDORADO NF,CAMINO DISPATCH,A,26.31 inches,2 mph,209 degrees ,32 deg. F,34 deg. F ,97 % ,13 volts,27.2 (unk),199 degrees,10 mph,178 w/m2,16952126,BDMC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BDMC1&unit=0&timetype=GMT
-117.80969,44.84286,1061,NRAWS 16 (BAKER AIRPORT),18489106,2024/02/05 02:28:21+00,AA11405A,,3363,,44.84286,-117.80969,OR,Baker,NWS,,,Boise WFO,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18489106,BKAO3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BKAO3&unit=0&timetype=GMT
-123.18897,41.2690900000001,1085,BLUE RIDGE (KNF),17207848,2024/02/08 19:51:54+00,3272B6CC,040203,5859,,41.26909,-123.18897,CA,Siskiyou,USFS,05,KLAMATH NF,SALMON RIVER,A,14.23 inches,3 mph,292 degrees ,30 deg. F,36 deg. F ,87 % ,14.7 volts,26.5 (unk),237 degrees,10 mph,NO DATA,17207846,BUGC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BUGC1&unit=0&timetype=GMT
-122.45462,41.4789200000001,1107,WEED AIRPORT,17104937,2024/02/08 19:48:14+00,CA2055C8,040228,2929,Located at the Weed Airport adjacent to I-5 and its RestArea. Generally upland subdued grassland/low shrubs.,41.47892,-122.45462,CA,Siskiyou,S&PF,CALIFORNIA,CDF,SISKIYOU UNIT,A,7.39 inches,4 mph,85 degrees ,42 deg. F,58 deg. F ,70 % ,13.9 volts,22.7 (unk),138 degrees,6 mph,458 w/m2,17104935,WEEC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=WEEC1&unit=0&timetype=GMT
-84.8099999999999,36.535,1111,PICKETT STATE FOREST,19343889,2024/02/08 19:43:24+00,32A1E244,400801,1720,,36.535,-84.81,TN,Fentress,S&PF,TENNESSEE,DIVISION OF FORESTRY,CUMBERLAND,D,6.31 inches,4 mph,199 degrees ,61 deg. F,NO DATA,23 % ,13.4 volts,NO DATA,199 degrees,12 mph,336 w/m2,19343888,TT533,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT533&unit=0&timetype=GMT
-97.11481,30.04828,1112,ROCKY HILL,19175436,2024/02/08 16:39:44+00,32D0BBBC,,443,,30.04828,-97.11481,TX,Bastrop,S&PF,TEXAS,,BASTROP,A,8.5 inches,3 mph,149 degrees ,68 deg. F,72 deg. F ,82 % ,13.6 volts,17.8 (unk),142 degrees,10 mph,216 w/m2,19175435,RHBT2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=RHBT2&unit=0&timetype=GMT
-105.98556,39.5600000000001,1147,SODA CREEK,16931120,2024/02/08 19:56:24+00,323591C8,051703,9578,Station is behind keystone ranch.Station located in a sagebrush meadow near lodgepole andaspen forest. located back in the timber at mid slope. goodair flow to the east and south.,39.56,-105.98556,CO,,USFS,02,WHITE RIVER NF,DILLON RD,A,1.32 inches,10 mph,303 degrees ,26 deg. F,NO DATA,43 % ,14.1 volts,NO DATA,301 degrees,16 mph,466 w/m2,16931117,SOAC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=SOAC1&unit=0&timetype=GMT
-123.36917,42.4997500000001,1161,MERLIN,16856120,2024/02/08 19:58:28+00,324D05A0,353122,1144,"STATION SITS IN AN OPEN WOODED AREA, HARDWOODS, PINE AND FIRS, WITH A GRASS FORST LITTER BASE.",42.49975,-123.36917,OR,Josephine,S&PF,OREGON,DEPT OF FORESTRY,SWO-GRANTS PASS,A,9.85 inches,3 mph,274 degrees ,46 deg. F,NO DATA,72 % ,14.5 volts,NO DATA,322 degrees,7 mph,236 w/m2,16856118,MLFO3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=MLFO3&unit=0&timetype=GMT
-88.82893,35.37132,1172,CHICKASAW SF,17396522,2024/02/08 20:07:04+00,0260B2F8,408001,439,,35.37132,-88.82893,TN,Hardeman,S&PF,TENNESSEE,DIVISION OF FORESTRY,West,A,7.71 inches,5 mph,101 degrees ,62 deg. F,NO DATA,50 % ,13.9 volts,NO DATA,90 degrees,13 mph,182 w/m2,17396521,CHFT1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CHFT1&unit=0&timetype=GMT
-117.43583,48.49028,1204,TACOMA CREEK,16969773,2024/02/08 20:03:54+00,3262A224,453413,3240,"FIRE WX FORECAST ZONE: 686Located on spur ridge, in a plantation, trees 10-15 feettall.",48.49028,-117.43583,WA,Pend Oreille,USFS,06,COLVILLE NF,NEWPORT RD,A,3.18 inches,1 mph,156 degrees ,34 deg. F,35 deg. F ,97 % ,13.8 volts,27.1 (unk),197 degrees,5 mph,0 w/m2,16969769,TCFW1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TCFW1&unit=0&timetype=GMT
-89.45444,30.45111,1238,HANCOCK,17365281,2024/02/08 20:09:24+00,391010D6,228002,98,,30.45111,-89.45444,MS,Hancock,S&PF,MISSISSIPPI,FORESTRY COMMISSION,Fire Services,A,8.94 inches,4 mph,254 degrees ,68 deg. F,NO DATA,63 % ,NO DATA,NO DATA,290 degrees,11 mph,212 w/m2,17365280,NNHM6,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=NNHM6&unit=0&timetype=GMT
-112.52472,37.0372800000001,1239,KFO PORTABLE 4,18418447,2024/02/08 19:30:14+00,3266579A,,4926,"Located in the Kanab, Utah city limits at the BLM Kanab Field Office Headquarters building.",37.03728,-112.52472,UT,Kane,BLM,R7 Upper CO Basin,KANAB,,A,86.8 inches,5 mph,164 degrees ,32 deg. F,NO DATA,96 % ,12.3 volts,NO DATA,92 degrees,12 mph,139 w/m2,18418447,TT223,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT223&unit=0&timetype=GMT
-116.20861,43.56528,1250,SMOKE 69,18141475,1900/01/01 00:00:01+00,32D5C43E,,2865,,43.56528,-116.20861,ID,,USFS,WO,,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18141475,TT117,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT117&unit=0&timetype=GMT
-82.10472,26.4408300000001,1252,DING DARLING NWR,17530905,2024/02/08 20:17:25+00,3279E518,,10,,26.44083,-82.10472,FL,Lee,FWS,REGION 4,DING DARLING NWR,,A,5.68 inches,4 mph,191 degrees ,75 deg. F,NO DATA,49 % ,13.6 volts,NO DATA,211 degrees,8 mph,632 w/m2,17530903,TS755,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TS755&unit=0&timetype=GMT
-123.08431,39.8249700000001,1258,EEL RIVER (MNF),16959538,2024/02/08 19:45:34+00,3241B7B2,041005,1500,"FIRE WX FORECAST ZONE: 557
station sits at the mouth of two major drainages(Eel & Black",39.82497,-123.08431,CA,Mendocino,USFS,05,MENDOCINO NF,COVELO,A,13.29 inches,3 mph,296 degrees ,44 deg. F,56 deg. F ,70 % ,14.2 volts,23.3 (unk),235 degrees,7 mph,NO DATA,16959533,EELC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=EELC1&unit=0&timetype=GMT
-108.21972,45.1039200000001,1275,HILLSBORO,17379879,2024/02/08 19:29:54+00,FA643096,245609,3986,"Unit sits on a flat mesa top in a grass opening in an open
Juniper stand.  The mesa top is a ridge that extends towards
the Bighorn Canyon.  Unit is unsheltered from wind or sun.",45.10392,-108.21972,MT,Carbon,NPS,INTERMOUNTAIN,BIG HORN NRA,,A,.07 inches,3 mph,203 degrees ,36 deg. F,38 deg. F ,59 % ,14.3 volts,15.7 (unk),188 degrees,6 mph,174 w/m2,17379878,HBOM8,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=HBOM8&unit=0&timetype=GMT
-123.46944,44.9250000000001,1300,ROCKHOUSE 1,17176862,2024/02/08 20:12:54+00,600113E2,351710,1797,,44.925,-123.46944,OR,Polk,S&PF,OREGON,DEPT OF FORESTRY,,A,39.88 inches,4 mph,264 degrees ,46 deg. F,58 deg. F ,63 % ,14.3 volts,26.4 (unk),218 degrees,19 mph,500 w/m2,17176861,RKHO3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=RKHO3&unit=0&timetype=GMT
-80.61972,38.63611,1307,FLATWOODS,17467931,2024/02/08 14:17:24+00,9000650A,463301,1642,"Moved from airport location on 6/2/16, due to construction of a hanger right next to station.  Now at end of Stoney Creek Road on the Elk River WMA (state property).",38.63611,-80.61972,WV,Braxton,S&PF,WEST VIRGINIA,NOT APPLICABLE,D3,D,3.73 inches,4 mph,174 degrees ,49 deg. F,NO DATA,26 % ,12.7 volts,NO DATA,166 degrees,6 mph,111 w/m2,17467929,FLRW2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=FLRW2&unit=0&timetype=GMT
-114.22682,46.43958,1316,SMITH CREEK,17233961,2024/02/08 20:09:35+00,323F7368,242912,5650,Mid slope site.,46.43958,-114.22682,MT,Ravalli,USFS,01,BITTERROOT NF,STEVENSVILLE RD,A,1.79 inches,2 mph,109 degrees ,35 deg. F,NO DATA,81 % ,14 volts,NO DATA,130 degrees,6 mph,357 w/m2,17233958,SMTM8,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=SMTM8&unit=0&timetype=GMT
-118.97241,48.1362300000001,1330,NESPELEM,16783425,2024/02/08 19:57:24+00,52119772,452009,1900,"LOCATED ABOVE COLVILLE INDIAN AGENCY HEADQUARTERS, SOUTH OF
NESPELEM.  THERE IS A LONG VALLEY WEST OF THE SITE THAT RUNS
NORTH TO SOUTH.  FOREST LANDS ARE EAST AND TO THE NORTH APPR
5 TO 7 MILES AWAY.",48.13623,-118.97241,WA,Okanogan,BIA,Northwest,Colville Agency,,A,8.01 inches,2 mph,201 degrees ,41 deg. F,NO DATA,86 % ,14.2 volts,NO DATA,212 degrees,5 mph,166 w/m2,16783422,NEFW1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=NEFW1&unit=0&timetype=GMT
-118.41858,34.3532500000001,1369,CAMP 9,17110596,2024/02/08 19:55:14+00,CA41A584,045441,4000,Open ridgetop north of San Fernando Valley.,34.35325,-118.41858,CA,Los Angeles,S&PF,CALIFORNIA,LOS ANGELES COUNTY,,A,14.02 inches,8 mph,139 degrees ,42 deg. F,50 deg. F ,69 % ,13.9 volts,24 (unk),126 degrees,17 mph,507 w/m2,17110595,CNIC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CNIC1&unit=0&timetype=GMT
-110.84944,44.45667,1373,OLD FAITHFUL,17544459,2024/02/08 19:25:31+00,328F72A0,,7360,,44.45667,-110.84944,WY,Teton,NPS,INTERMOUNTAIN,YELLOWSTONE NP,,A,21.28 inches,4.5 mph,208.7 degrees ,25.5 deg. F,NO DATA,80 % ,14.4 volts,NO DATA,NO DATA,7.8 mph,206.7 w/m2,17544458,,
-114.09675,46.9266400000001,1385,SMOKE 215,18514947,1900/01/01 00:00:01+00,32D33474,,3201,,46.92664,-114.09675,MT,Missoula,USFS,WO,MTDC,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18514946,TT254,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT254&unit=0&timetype=GMT
-120.08499,35.18523,1426,BRANCH MOUNTAIN,16959287,2024/02/08 19:35:34+00,3247F476,044901,3770,Site sits 50' NE from Branch Mountain Lookout in an areasurrounded with 15'-20' pine trees.,35.18523,-120.08499,CA,San Luis Obispo,USFS,05,LOS PADRES NF,SANTA LUCIA RD,A,12.98 inches,3 mph,295 degrees ,39 deg. F,45 deg. F ,100 % ,13.9 volts,25 (unk),302 degrees,8 mph,329 w/m2,16959283,BRHC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BRHC1&unit=0&timetype=GMT
-101.06287,45.61427,1439,GRAND RIVER,17679900,2024/02/08 20:06:05+00,AAC207A4,390301,2176,,45.61427,-101.06287,SD,Corson,BIA,Great Plains,Standing Rock Agency,,A,.05 inches,31 mph,304 degrees ,32 deg. F,NO DATA,94 % ,13.4 volts,NO DATA,307 degrees,43 mph,172 w/m2,17679896,GRRS2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=GRRS2&unit=0&timetype=GMT
-82.07456,29.2555300000001,1451,INDIAN LAKE SF,19784970,2024/02/08 19:31:34+00,32B8E386,083503,72,,29.25553,-82.07456,FL,Marion,S&PF,FLORIDA,DIVISION OF FORESTRY,,A,3.61 inches,3 mph,73 degrees ,73 deg. F,80 deg. F ,49 % ,13.4 volts,9.5 (unk),70 degrees,12 mph,540 w/m2,19784965,TT687,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT687&unit=0&timetype=GMT
